date,code,name,asset
2022-01-04,,,空仓
2022-01-05,513100,纳指ETF国泰,美股
2022-01-06,513100,纳指ETF国泰,美股
2022-01-07,513100,纳指ETF国泰,美股
2022-01-10,513100,纳指ETF国泰,美股
2022-01-11,513100,纳指ETF国泰,美股
2022-01-12,513100,纳指ETF国泰,美股
2022-01-13,513100,纳指ETF国泰,美股
2022-01-14,513100,纳指ETF国泰,美股
2022-01-17,513100,纳指ETF国泰,美股
2022-01-18,513100,纳指ETF国泰,美股
2022-01-19,518880,黄金ETF华安,黄金
2022-01-20,518880,黄金ETF华安,黄金
2022-01-21,518880,黄金ETF华安,黄金
2022-01-24,518880,黄金ETF华安,黄金
2022-01-25,518880,黄金ETF华安,黄金
2022-01-26,518880,黄金ETF华安,黄金
2022-01-27,518880,黄金ETF华安,黄金
2022-01-28,518880,黄金ETF华安,黄金
2022-02-07,518880,黄金ETF华安,黄金
2022-02-08,518880,黄金ETF华安,黄金
2022-02-09,510880,红利ETF华泰柏瑞,红利
2022-02-10,510880,红利ETF华泰柏瑞,红利
2022-02-11,510880,红利ETF华泰柏瑞,红利
2022-02-14,510880,红利ETF华泰柏瑞,红利
2022-02-15,510880,红利ETF华泰柏瑞,红利
2022-02-16,510880,红利ETF华泰柏瑞,红利
2022-02-17,510880,红利ETF华泰柏瑞,红利
2022-02-18,510880,红利ETF华泰柏瑞,红利
2022-02-21,510880,红利ETF华泰柏瑞,红利
2022-02-22,510880,红利ETF华泰柏瑞,红利
2022-02-23,518880,黄金ETF华安,黄金
2022-02-24,518880,黄金ETF华安,黄金
2022-02-25,518880,黄金ETF华安,黄金
2022-02-28,518880,黄金ETF华安,黄金
2022-03-01,518880,黄金ETF华安,黄金
2022-03-02,518880,黄金ETF华安,黄金
2022-03-03,518880,黄金ETF华安,黄金
2022-03-04,518880,黄金ETF华安,黄金
2022-03-07,518880,黄金ETF华安,黄金
2022-03-08,518880,黄金ETF华安,黄金
2022-03-09,518880,黄金ETF华安,黄金
2022-03-10,518880,黄金ETF华安,黄金
2022-03-11,518880,黄金ETF华安,黄金
2022-03-14,518880,黄金ETF华安,黄金
2022-03-15,518880,黄金ETF华安,黄金
2022-03-16,511880,银华日利ETF,货币
2022-03-17,511880,银华日利ETF,货币
2022-03-18,511880,银华日利ETF,货币
2022-03-21,511880,银华日利ETF,货币
2022-03-22,511880,银华日利ETF,货币
2022-03-23,511880,银华日利ETF,货币
2022-03-24,511880,银华日利ETF,货币
2022-03-25,511880,银华日利ETF,货币
2022-03-28,511880,银华日利ETF,货币
2022-03-29,511880,银华日利ETF,货币
2022-03-30,510880,红利ETF华泰柏瑞,红利
2022-03-31,510880,红利ETF华泰柏瑞,红利
2022-04-01,510880,红利ETF华泰柏瑞,红利
2022-04-06,510880,红利ETF华泰柏瑞,红利
2022-04-07,510880,红利ETF华泰柏瑞,红利
2022-04-08,510880,红利ETF华泰柏瑞,红利
2022-04-11,510880,红利ETF华泰柏瑞,红利
2022-04-12,510880,红利ETF华泰柏瑞,红利
2022-04-13,510880,红利ETF华泰柏瑞,红利
2022-04-14,510880,红利ETF华泰柏瑞,红利
2022-04-15,510880,红利ETF华泰柏瑞,红利
2022-04-18,510880,红利ETF华泰柏瑞,红利
2022-04-19,510880,红利ETF华泰柏瑞,红利
2022-04-20,510880,红利ETF华泰柏瑞,红利
2022-04-21,510880,红利ETF华泰柏瑞,红利
2022-04-22,511990,华宝添益ETF,货币
2022-04-25,511990,华宝添益ETF,货币
2022-04-26,511990,华宝添益ETF,货币
2022-04-27,511990,华宝添益ETF,货币
2022-04-28,511990,华宝添益ETF,货币
2022-04-29,511990,华宝添益ETF,货币
2022-05-05,511990,华宝添益ETF,货币
2022-05-06,511990,华宝添益ETF,货币
2022-05-09,511990,华宝添益ETF,货币
2022-05-10,511990,华宝添益ETF,货币
2022-05-11,511990,华宝添益ETF,货币
2022-05-12,511990,华宝添益ETF,货币
2022-05-13,511990,华宝添益ETF,货币
2022-05-16,511990,华宝添益ETF,货币
2022-05-17,511990,华宝添益ETF,货币
2022-05-18,511990,华宝添益ETF,货币
2022-05-19,511990,华宝添益ETF,货币
2022-05-20,511990,华宝添益ETF,货币
2022-05-23,511990,华宝添益ETF,货币
2022-05-24,511990,华宝添益ETF,货币
2022-05-25,511880,银华日利ETF,货币
2022-05-26,511880,银华日利ETF,货币
2022-05-27,511880,银华日利ETF,货币
2022-05-30,511880,银华日利ETF,货币
2022-05-31,511880,银华日利ETF,货币
2022-06-01,511880,银华日利ETF,货币
2022-06-02,511880,银华日利ETF,货币
2022-06-06,511880,银华日利ETF,货币
2022-06-07,511880,银华日利ETF,货币
2022-06-08,511880,银华日利ETF,货币
2022-06-09,159920,恒生ETF华夏,港股
2022-06-10,159920,恒生ETF华夏,港股
2022-06-13,159920,恒生ETF华夏,港股
2022-06-14,159920,恒生ETF华夏,港股
2022-06-15,159920,恒生ETF华夏,港股
2022-06-16,159920,恒生ETF华夏,港股
2022-06-17,159920,恒生ETF华夏,港股
2022-06-20,159920,恒生ETF华夏,港股
2022-06-21,159920,恒生ETF华夏,港股
2022-06-22,159920,恒生ETF华夏,港股
2022-06-23,159915,创业板ETF易方达,创业板
2022-06-24,159915,创业板ETF易方达,创业板
2022-06-27,159915,创业板ETF易方达,创业板
2022-06-28,159915,创业板ETF易方达,创业板
2022-06-29,159915,创业板ETF易方达,创业板
2022-06-30,159915,创业板ETF易方达,创业板
2022-07-01,159915,创业板ETF易方达,创业板
2022-07-04,159915,创业板ETF易方达,创业板
2022-07-05,159915,创业板ETF易方达,创业板
2022-07-06,159915,创业板ETF易方达,创业板
2022-07-07,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-08,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-11,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-12,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-13,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-14,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-15,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-18,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-19,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-20,510300,沪深300ETF华泰柏瑞,沪深300
2022-07-21,512100,中证1000ETF南方,中证1000
2022-07-22,512100,中证1000ETF南方,中证1000
2022-07-25,512100,中证1000ETF南方,中证1000
2022-07-26,512100,中证1000ETF南方,中证1000
2022-07-27,512100,中证1000ETF南方,中证1000
2022-07-28,512100,中证1000ETF南方,中证1000
2022-07-29,512100,中证1000ETF南方,中证1000
2022-08-01,512100,中证1000ETF南方,中证1000
2022-08-02,512100,中证1000ETF南方,中证1000
2022-08-03,512100,中证1000ETF南方,中证1000
2022-08-04,159845,中证1000ETF华夏,中证1000
2022-08-05,159845,中证1000ETF华夏,中证1000
2022-08-08,159845,中证1000ETF华夏,中证1000
2022-08-09,159845,中证1000ETF华夏,中证1000
2022-08-10,159845,中证1000ETF华夏,中证1000
2022-08-11,159845,中证1000ETF华夏,中证1000
2022-08-12,159845,中证1000ETF华夏,中证1000
2022-08-15,159845,中证1000ETF华夏,中证1000
2022-08-16,159845,中证1000ETF华夏,中证1000
2022-08-17,159845,中证1000ETF华夏,中证1000
2022-08-18,159845,中证1000ETF华夏,中证1000
2022-08-19,159845,中证1000ETF华夏,中证1000
2022-08-22,159845,中证1000ETF华夏,中证1000
2022-08-23,159845,中证1000ETF华夏,中证1000
2022-08-24,159845,中证1000ETF华夏,中证1000
2022-08-25,159845,中证1000ETF华夏,中证1000
2022-08-26,159845,中证1000ETF华夏,中证1000
2022-08-29,159845,中证1000ETF华夏,中证1000
2022-08-30,159845,中证1000ETF华夏,中证1000
2022-08-31,159845,中证1000ETF华夏,中证1000
2022-09-01,511990,华宝添益ETF,货币
2022-09-02,511990,华宝添益ETF,货币
2022-09-05,511990,华宝添益ETF,货币
2022-09-06,511990,华宝添益ETF,货币
2022-09-07,511990,华宝添益ETF,货币
2022-09-08,511990,华宝添益ETF,货币
2022-09-09,511990,华宝添益ETF,货币
2022-09-13,511990,华宝添益ETF,货币
2022-09-14,511990,华宝添益ETF,货币
2022-09-15,511990,华宝添益ETF,货币
2022-09-16,510880,红利ETF华泰柏瑞,红利
2022-09-19,510880,红利ETF华泰柏瑞,红利
2022-09-20,510880,红利ETF华泰柏瑞,红利
2022-09-21,510880,红利ETF华泰柏瑞,红利
2022-09-22,510880,红利ETF华泰柏瑞,红利
2022-09-23,510880,红利ETF华泰柏瑞,红利
2022-09-26,510880,红利ETF华泰柏瑞,红利
2022-09-27,510880,红利ETF华泰柏瑞,红利
2022-09-28,510880,红利ETF华泰柏瑞,红利
2022-09-29,510880,红利ETF华泰柏瑞,红利
2022-09-30,518880,黄金ETF华安,黄金
2022-10-10,518880,黄金ETF华安,黄金
2022-10-11,518880,黄金ETF华安,黄金
2022-10-12,518880,黄金ETF华安,黄金
2022-10-13,518880,黄金ETF华安,黄金
2022-10-14,518880,黄金ETF华安,黄金
2022-10-17,518880,黄金ETF华安,黄金
2022-10-18,518880,黄金ETF华安,黄金
2022-10-19,518880,黄金ETF华安,黄金
2022-10-20,518880,黄金ETF华安,黄金
2022-10-21,511990,华宝添益ETF,货币
2022-10-24,511990,华宝添益ETF,货币
2022-10-25,511990,华宝添益ETF,货币
2022-10-26,511990,华宝添益ETF,货币
2022-10-27,511990,华宝添益ETF,货币
2022-10-28,511990,华宝添益ETF,货币
2022-10-31,511990,华宝添益ETF,货币
2022-11-01,511990,华宝添益ETF,货币
2022-11-02,511990,华宝添益ETF,货币
2022-11-03,511990,华宝添益ETF,货币
2022-11-04,513030,德国ETF华安,德国
2022-11-07,513030,德国ETF华安,德国
2022-11-08,513030,德国ETF华安,德国
2022-11-09,513030,德国ETF华安,德国
2022-11-10,513030,德国ETF华安,德国
2022-11-11,513030,德国ETF华安,德国
2022-11-14,513030,德国ETF华安,德国
2022-11-15,513030,德国ETF华安,德国
2022-11-16,513030,德国ETF华安,德国
2022-11-17,513030,德国ETF华安,德国
2022-11-18,513030,德国ETF华安,德国
2022-11-21,513030,德国ETF华安,德国
2022-11-22,513030,德国ETF华安,德国
2022-11-23,513030,德国ETF华安,德国
2022-11-24,513030,德国ETF华安,德国
2022-11-25,513030,德国ETF华安,德国
2022-11-28,513030,德国ETF华安,德国
2022-11-29,513030,德国ETF华安,德国
2022-11-30,513030,德国ETF华安,德国
2022-12-01,513030,德国ETF华安,德国
2022-12-02,513030,德国ETF华安,德国
2022-12-05,513030,德国ETF华安,德国
2022-12-06,513030,德国ETF华安,德国
2022-12-07,513030,德国ETF华安,德国
2022-12-08,513030,德国ETF华安,德国
2022-12-09,513030,德国ETF华安,德国
2022-12-12,513030,德国ETF华安,德国
2022-12-13,513030,德国ETF华安,德国
2022-12-14,513030,德国ETF华安,德国
2022-12-15,513030,德国ETF华安,德国
2022-12-16,513030,德国ETF华安,德国
2022-12-19,513030,德国ETF华安,德国
2022-12-20,511990,华宝添益ETF,货币
2022-12-21,511990,华宝添益ETF,货币
2022-12-22,511990,华宝添益ETF,货币
2022-12-23,511990,华宝添益ETF,货币
2022-12-26,511990,华宝添益ETF,货币
2022-12-27,511990,华宝添益ETF,货币
2022-12-28,511990,华宝添益ETF,货币
2022-12-29,511990,华宝添益ETF,货币
2022-12-30,511990,华宝添益ETF,货币
2023-01-03,511990,华宝添益ETF,货币
2023-01-04,159985,豆粕ETF华夏,商品
2023-01-05,159985,豆粕ETF华夏,商品
2023-01-06,159985,豆粕ETF华夏,商品
2023-01-09,159985,豆粕ETF华夏,商品
2023-01-10,159985,豆粕ETF华夏,商品
2023-01-11,159985,豆粕ETF华夏,商品
2023-01-12,159985,豆粕ETF华夏,商品
2023-01-13,159985,豆粕ETF华夏,商品
2023-01-16,159985,豆粕ETF华夏,商品
2023-01-17,159985,豆粕ETF华夏,商品
2023-01-18,159920,恒生ETF华夏,港股
2023-01-19,159920,恒生ETF华夏,港股
2023-01-20,159920,恒生ETF华夏,港股
2023-01-30,159920,恒生ETF华夏,港股
2023-01-31,159920,恒生ETF华夏,港股
2023-02-01,159920,恒生ETF华夏,港股
2023-02-02,159920,恒生ETF华夏,港股
2023-02-03,159920,恒生ETF华夏,港股
2023-02-06,159920,恒生ETF华夏,港股
2023-02-07,159920,恒生ETF华夏,港股
2023-02-08,512100,中证1000ETF南方,中证1000
2023-02-09,512100,中证1000ETF南方,中证1000
2023-02-10,512100,中证1000ETF南方,中证1000
2023-02-13,512100,中证1000ETF南方,中证1000
2023-02-14,512100,中证1000ETF南方,中证1000
2023-02-15,512100,中证1000ETF南方,中证1000
2023-02-16,512100,中证1000ETF南方,中证1000
2023-02-17,512100,中证1000ETF南方,中证1000
2023-02-20,512100,中证1000ETF南方,中证1000
2023-02-21,512100,中证1000ETF南方,中证1000
2023-02-22,512100,中证1000ETF南方,中证1000
2023-02-23,512100,中证1000ETF南方,中证1000
2023-02-24,512100,中证1000ETF南方,中证1000
2023-02-27,512100,中证1000ETF南方,中证1000
2023-02-28,512100,中证1000ETF南方,中证1000
2023-03-01,512100,中证1000ETF南方,中证1000
2023-03-02,512100,中证1000ETF南方,中证1000
2023-03-03,512100,中证1000ETF南方,中证1000
2023-03-06,512100,中证1000ETF南方,中证1000
2023-03-07,512100,中证1000ETF南方,中证1000
2023-03-08,518880,黄金ETF华安,黄金
2023-03-09,518880,黄金ETF华安,黄金
2023-03-10,518880,黄金ETF华安,黄金
2023-03-13,518880,黄金ETF华安,黄金
2023-03-14,518880,黄金ETF华安,黄金
2023-03-15,518880,黄金ETF华安,黄金
2023-03-16,518880,黄金ETF华安,黄金
2023-03-17,518880,黄金ETF华安,黄金
2023-03-20,518880,黄金ETF华安,黄金
2023-03-21,518880,黄金ETF华安,黄金
2023-03-22,518880,黄金ETF华安,黄金
2023-03-23,518880,黄金ETF华安,黄金
2023-03-24,518880,黄金ETF华安,黄金
2023-03-27,518880,黄金ETF华安,黄金
2023-03-28,518880,黄金ETF华安,黄金
2023-03-29,518880,黄金ETF华安,黄金
2023-03-30,518880,黄金ETF华安,黄金
2023-03-31,518880,黄金ETF华安,黄金
2023-04-03,518880,黄金ETF华安,黄金
2023-04-04,518880,黄金ETF华安,黄金
2023-04-06,588000,科创50ETF华夏,科创
2023-04-07,588000,科创50ETF华夏,科创
2023-04-10,588000,科创50ETF华夏,科创
2023-04-11,588000,科创50ETF华夏,科创
2023-04-12,588000,科创50ETF华夏,科创
2023-04-13,588000,科创50ETF华夏,科创
2023-04-14,511880,银华日利ETF,货币
2023-04-17,511880,银华日利ETF,货币
2023-04-18,511880,银华日利ETF,货币
2023-04-19,511880,银华日利ETF,货币
2023-04-20,511880,银华日利ETF,货币
2023-04-21,511880,银华日利ETF,货币
2023-04-24,511880,银华日利ETF,货币
2023-04-25,511880,银华日利ETF,货币
2023-04-26,511880,银华日利ETF,货币
2023-04-27,511880,银华日利ETF,货币
2023-04-28,510880,红利ETF华泰柏瑞,红利
2023-05-04,510880,红利ETF华泰柏瑞,红利
2023-05-05,510880,红利ETF华泰柏瑞,红利
2023-05-08,510880,红利ETF华泰柏瑞,红利
2023-05-09,510880,红利ETF华泰柏瑞,红利
2023-05-10,510880,红利ETF华泰柏瑞,红利
2023-05-11,510880,红利ETF华泰柏瑞,红利
2023-05-12,510880,红利ETF华泰柏瑞,红利
2023-05-15,510880,红利ETF华泰柏瑞,红利
2023-05-16,510880,红利ETF华泰柏瑞,红利
2023-05-17,159941,纳指ETF广发,美股
2023-05-18,159941,纳指ETF广发,美股
2023-05-19,159941,纳指ETF广发,美股
2023-05-22,159941,纳指ETF广发,美股
2023-05-23,159941,纳指ETF广发,美股
2023-05-24,159941,纳指ETF广发,美股
2023-05-25,159941,纳指ETF广发,美股
2023-05-26,159941,纳指ETF广发,美股
2023-05-29,159941,纳指ETF广发,美股
2023-05-30,159941,纳指ETF广发,美股
2023-05-31,159941,纳指ETF广发,美股
2023-06-01,159941,纳指ETF广发,美股
2023-06-02,159941,纳指ETF广发,美股
2023-06-05,159941,纳指ETF广发,美股
2023-06-06,159941,纳指ETF广发,美股
2023-06-07,159941,纳指ETF广发,美股
2023-06-08,159941,纳指ETF广发,美股
2023-06-09,159941,纳指ETF广发,美股
2023-06-12,159941,纳指ETF广发,美股
2023-06-13,159941,纳指ETF广发,美股
2023-06-14,159941,纳指ETF广发,美股
2023-06-15,159941,纳指ETF广发,美股
2023-06-16,159941,纳指ETF广发,美股
2023-06-19,159941,纳指ETF广发,美股
2023-06-20,159941,纳指ETF广发,美股
2023-06-21,159941,纳指ETF广发,美股
2023-06-26,159941,纳指ETF广发,美股
2023-06-27,159941,纳指ETF广发,美股
2023-06-28,159941,纳指ETF广发,美股
2023-06-29,159941,纳指ETF广发,美股
2023-06-30,513100,纳指ETF国泰,美股
2023-07-03,513100,纳指ETF国泰,美股
2023-07-04,513100,纳指ETF国泰,美股
2023-07-05,513100,纳指ETF国泰,美股
2023-07-06,513100,纳指ETF国泰,美股
2023-07-07,513100,纳指ETF国泰,美股
2023-07-10,513100,纳指ETF国泰,美股
2023-07-11,513100,纳指ETF国泰,美股
2023-07-12,513100,纳指ETF国泰,美股
2023-07-13,513100,纳指ETF国泰,美股
2023-07-14,513100,纳指ETF国泰,美股
2023-07-17,513100,纳指ETF国泰,美股
2023-07-18,513100,纳指ETF国泰,美股
2023-07-19,513100,纳指ETF国泰,美股
2023-07-20,513100,纳指ETF国泰,美股
2023-07-21,513100,纳指ETF国泰,美股
2023-07-24,513100,纳指ETF国泰,美股
2023-07-25,513100,纳指ETF国泰,美股
2023-07-26,513100,纳指ETF国泰,美股
2023-07-27,513100,纳指ETF国泰,美股
2023-07-28,159941,纳指ETF广发,美股
2023-07-31,159941,纳指ETF广发,美股
