mom_wins,top_k,rebal_n,abs_thresh,ma_win,trail_stop,start,end,calmar,ann,mdd,sharpe,total,years,dist
"(60, 120)",1,20,0.0,60,0.1,2024-10-01,2026-01-31,3.286103832887981,0.4652882273813679,0.14159267358647365,1.5005730946433282,0.6608257273693172,1.3278688524590163,2.513896167112019
"(60, 120)",1,20,0.03,60,0.1,2024-10-01,2026-01-31,3.286103832887981,0.4652882273813679,0.14159267358647365,1.5005730946433282,0.6608257273693172,1.3278688524590163,2.513896167112019
"(60,)",1,20,0.0,60,0.08,2025-01-01,2025-12-31,3.1723869824028745,0.36564720919702465,0.1152593335003761,1.602135944507023,0.36390416456286356,0.9959016393442623,2.6276130175971253
"(60,)",1,20,0.03,60,0.08,2025-01-01,2025-12-31,3.1723869824028745,0.36564720919702465,0.1152593335003761,1.602135944507023,0.36390416456286356,0.9959016393442623,2.6276130175971253
"(20, 60)",1,20,0.0,60,0.08,2024-10-01,2026-01-31,2.969544306635403,0.394432032586713,0.13282577791661854,1.3654393219595486,0.5550370625975767,1.3278688524590163,2.830455693364597
"(20, 60)",1,20,0.03,60,0.08,2024-10-01,2026-01-31,2.969544306635403,0.394432032586713,0.13282577791661854,1.3654393219595486,0.5550370625975767,1.3278688524590163,2.830455693364597
"(20, 60)",1,20,0.0,20,0.06,2025-01-01,2026-01-31,2.958303699057968,0.5309489580542599,0.1794775019966116,1.7964086998627966,0.582571680341738,1.0778688524590163,2.841696300942032
"(20, 60)",1,20,0.0,60,0.06,2025-01-01,2026-01-31,2.958303699057968,0.5309489580542599,0.1794775019966116,1.7964086998627966,0.582571680341738,1.0778688524590163,2.841696300942032
"(20, 60)",1,20,0.03,20,0.06,2025-01-01,2026-01-31,2.958303699057968,0.5309489580542599,0.1794775019966116,1.7964086998627966,0.582571680341738,1.0778688524590163,2.841696300942032
"(20, 60)",1,20,0.03,60,0.06,2025-01-01,2026-01-31,2.958303699057968,0.5309489580542599,0.1794775019966116,1.7964086998627966,0.582571680341738,1.0778688524590163,2.841696300942032
"(60, 120)",1,20,0.0,20,0.1,2024-10-01,2026-01-31,2.9239198374386484,0.3523673397701055,0.12051197001309688,1.2631832831054821,0.4930575023663797,1.3278688524590163,2.8760801625613515
"(60, 120)",1,20,0.03,20,0.1,2024-10-01,2026-01-31,2.9239198374386484,0.3523673397701055,0.12051197001309688,1.2631832831054821,0.4930575023663797,1.3278688524590163,2.8760801625613515
"(20, 60)",1,10,0.0,20,0.08,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.0,20,0.1,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.0,60,0.08,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.0,60,0.1,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.03,20,0.08,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.03,20,0.1,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.03,60,0.08,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(20, 60)",1,10,0.03,60,0.1,2025-01-01,2026-01-31,2.8843290412151594,0.42632147616035154,0.1478061171483901,1.378821567339077,0.4663112109970935,1.0778688524590163,2.9156709587848404
"(60, 120)",1,20,0.0,20,0.08,2025-01-01,2026-01-31,2.772999031887538,0.3930561390355627,0.1417440592353959,1.4036602451713887,0.42948396997118987,1.0778688524590163,3.027000968112462
"(60, 120)",1,20,0.03,20,0.08,2025-01-01,2026-01-31,2.772999031887538,0.3930561390355627,0.1417440592353959,1.4036602451713887,0.42948396997118987,1.0778688524590163,3.027000968112462
